"TREATMENT_ID","TREATMENT_DETAIL_ID"
31,1188
31,1189
31,1190
31,1191
31,1192
31,1193
31,1194
31,1195
30,1196
30,1197
30,1198
30,1199
30,1200
30,1201
30,1202
30,1203
30,1204
30,1205
30,1206
30,1207
30,1208
30,1209
30,1210
30,1211
30,1212
30,1213
32,1214
32,1215
32,1216
32,1217
32,1218
32,1219
32,1220
32,1221
32,1222
32,1223
32,1224
32,1225
32,1226
32,1227
32,1228
32,1229
32,1230
32,1231
55,1232
55,1233
55,1234
55,1235
55,1236
55,1237
55,1238
55,1239
55,1240
55,1241
55,1242
55,1243
55,1244
55,1245
55,1246
55,1247
55,1248
55,1249
99,1250
99,1251
99,1252
99,1253
99,1254
99,1255
99,1256
99,1257
99,1258
99,1259
99,1260
99,1261
99,1262
99,1263
99,1264
99,1265
99,1266
99,1267
100,1268
100,1269
100,1270
100,1271
100,1272
100,1273
100,1274
100,1275
100,1276
100,1277
100,1278
100,1279
100,1280
100,1281
100,1282
100,1283
100,1284
100,1285
101,1286
101,1287
101,1288
101,1289
101,1290
101,1291
101,1292
101,1293
101,1294
101,1295
101,1296
101,1297
101,1298
101,1299
101,1300
101,1301
101,1302
101,1303
102,1304
102,1305
102,1306
102,1307
102,1308
102,1309
102,1310
102,1311
102,1312
102,1313
102,1314
102,1315
102,1316
102,1317
102,1318
102,1319
102,1320
102,1321
103,1322
103,1323
103,1324
103,1325
103,1326
103,1327
103,1328
103,1329
103,1330
103,1331
103,1332
103,1333
103,1334
103,1335
103,1336
103,1337
103,1338
103,1339
56,1340
56,1341
56,1342
56,1343
56,1344
56,1345
56,1346
56,1347
56,1348
56,1349
56,1350
56,1351
56,1352
56,1353
56,1354
56,1355
56,1356
56,1357
56,1358
56,1359
56,1360
104,1361
104,1362
104,1363
104,1364
104,1365
104,1366
104,1367
104,1368
104,1369
104,1370
104,1371
104,1372
104,1373
104,1374
104,1375
104,1376
104,1377
104,1378
104,1379
104,1380
104,1381
57,1382
57,1383
57,1384
57,1385
57,1386
57,1387
57,1388
57,1389
57,1390
57,1391
57,1392
57,1393
57,1394
57,1395
57,1396
57,1397
57,1398
57,1399
57,1400
57,1401
57,1402
105,1403
105,1404
105,1405
105,1406
105,1407
105,1408
105,1409
105,1410
105,1411
105,1412
105,1413
105,1414
105,1415
105,1416
105,1417
105,1418
105,1419
105,1420
105,1421
105,1422
105,1423
106,1424
106,1425
106,1426
106,1427
106,1428
106,1429
106,1430
106,1431
106,1432
106,1433
106,1434
106,1435
106,1436
106,1437
106,1438
106,1439
106,1440
106,1441
106,1442
106,1443
106,1444
54,1445
54,1446
54,1447
54,1448
54,1449
54,1450
54,1451
54,1452
54,1453
54,1454
54,1455
54,1456
54,1457
54,1458
54,1459
54,1460
54,1461
54,1462
54,1463
54,1464
54,1465
107,1466
107,1467
107,1468
107,1469
107,1470
107,1471
107,1472
107,1473
107,1474
107,1475
107,1476
107,1477
107,1478
107,1479
107,1480
107,1481
107,1482
107,1483
107,1484
107,1485
107,1486
108,1487
108,1488
108,1489
108,1490
108,1491
108,1492
108,1493
108,1494
108,1495
108,1496
108,1497
108,1498
108,1499
108,1500
108,1501
108,1502
108,1503
108,1504
108,1505
108,1506
108,1507
59,1508
59,1509
59,1510
59,1511
59,1512
59,1513
59,1514
59,1515
59,1516
59,1517
59,1518
59,1519
59,1520
59,1521
59,1522
59,1523
59,1524
59,1525
60,1526
60,1527
60,1528
60,1529
60,1530
60,1531
60,1532
60,1533
60,1534
60,1535
60,1536
60,1537
60,1538
60,1539
60,1540
60,1541
60,1542
60,1543
73,1544
73,1545
73,1546
73,1547
73,1548
73,1549
73,1550
73,1551
73,1552
73,1553
73,1554
73,1555
109,1556
109,1557
109,1558
109,1559
109,1560
109,1561
109,1562
109,1563
109,1564
109,1565
109,1566
109,1567
32,1568
32,1569
32,1570
32,1571
32,1572
32,1573
32,1574
32,1575
